text,time_period,language,source,author
"""அதோ, ரொம்ப தூரம் தள்ளி வந்திருச்சே சப்தரிஸி மண்டலம்...நாலு நச்சத்திரச் சதுரத்திக்கு ஓரமா, வாலு மாதிரி இருக்கற மூணுக்கு நடுவாலே, ஓரத்திலே, ஆமாமா, அருந்ததி...அருந்ததியைப் பார்த்தவனுக்கு ஆறு மாசத்துக்குச் சாவில்லே' அடிச் செருப்பாலே' இன்னும் ஆயுசு அதிகம் வேணுமா என் கட்டைக்கி?"" என்று விரக்தியும் வேதனையும் குழைய முனகிக்கொண்ட வியாதிக்காரன், கையிலிருந்த பீடியைத் தரையில் நசுக்கித் தேய்த்தான். அவன் பார்வை சப்தரிஷி மண்டலத்தை வெறித்தது.",1975,ta,wiki,நான்
"விடிந்து ஆறு மணிக்கு வடக்கே போகும் பார்சல் வண்டியின் அவலமான கூக்குரல் கேட்டு, சத்திரத்துத் திண்ணையில் தூங்கிக்கொண்டிருந்த நொண்டி கண் விழித்தான்.",1975,ta,wiki,நான்
"அவனருகே வியாதிக்காரனின் கறை படிந்த கந்தலும், பளபளப்பான புதிய தகரக் குவளையும் தனியாகக் கிடந்தன. அங்கே ஈக்கள் மொய்த்தன.",1975,ta,wiki,நான்
"தூரத்தில், நீண்டு செல்லும் இருப்புப் பாதையின் வளைந்து திரும்பும் எல்லையில் புகை கக்கி அழுதவாறு பார்சல் வண்டி நின்றிருந்தது' அங்கு மனிதர்கள் மொய்த்துக் கொண்டிருந்தனர்.",1975,ta,wiki,நான்
"""இங்கே சுத்திக்கினு இருப்பானே -- அந்தப் பெருவியாதிக்காரன், ரயிலு முன்னாடி போயி விழுந்துட்டான்'...""",1975,ta,wiki,நான்
"""அவன் எனக்கு வாழக் கற்றுக் கொடுத்தான்; நான் அவனுக்குச் சாகக் கற்றுக் கொடுத்தேன். அவன் என்னைச் சந்திக்காமல் இருந்திருந்தால்?"" --நொண்டியின் கண்கள் கலங்கின.",1975,ta,wiki,நான்
"""அந்த இடத்தின் ராசியோ?--தன்னையே காவு தந்து இன்னொரு விபத்து ஏற்படாமல் தடுக்க முயற்சியோ? அவன் மேனியிலிருந்ததா பயங்கர தொத்து வியாதி?...இல்லை; என் மனசில் தோன்றியதே---தற்கொலை செய்து கொள்ளவேண்டும் என்ற எண்ணம் --அந்த 'வாழ்க்கையின் வெறுப்பு' த்தான் பயங்கர வியாதி...அதற்கு அவன் பலியாகிவிட்டான்.""",1975,ta,wiki,நான்
"திடீரென்று ரெயில்வே லைனுக்கு அப்பால் வரிசையாகத் தெரியும் வீடுகளின் கொல்லைப்புறக் கதவுகளைத் திறந்து வேடிக்கை பார்த்துக் கொண்டிருந்தோரின் நடுவே இருந்து, ""ஐயோ' கண்ணா' "" என்ற அலறல் ரயில்வே லைனுக்கு அப்பால் வெகு தூரத்திலிருந்த நொண்டியின் வயிற்றைக் கலக்கியது.",1975,ta,wiki,நான்
"""அம்மா' நான் இருக்கிறேன்....அம்மா' "" என்று கோஷித்தவாறு வேகமாய்த் தவழ்ந்தோடினான் அவள் மகன்.",1975,ta,wiki,நான்
"""மகனே'....மகனே'..."" என்று ரயில்வே லைன் மேட்டின் மீது விழுந்து புரண்டு கொண்டிருந்த அவன் தாய் 'நான் இருக்கேன்' என்ற குரல் கேட்டு அவனைப் பார்த்து ஒன்றும் புரியாமல் அடி வயிற்றைப் பிடித்துக் கொண்டு கண்ணீருடன் சிரித்தாள். பிறகு, ""யார் பெத்த மகனோ' "" ரயில் சக்கரத்தைப் பார்த்து அழுதாள்.",1975,ta,wiki,நான்
"அவள் அருகே வந்த அவள் மகன் அவள் தோளில் முகம் புதைத்து நெற்றியைத் தேய்த்து அழுதுகொண்டே சொன்னான்: ""அம்மா' நான் இருக்கேம்மா...அது உன் மகனில்லே... அது. அந்த மனுஷன்...அவன் செத்திருக்கக் கூடாது அம்மா....ஆ'...."" என்று பெருங்குரலில் கதறி அழுதான் நொண்டி.",1975,ta,wiki,நான்
"நாற்பது வருஷம் ஆச்சு... இந்தாத்துக்கு மாட்டுப் பொண்ணா வந்து... கை நெறைய ஒரு கூடைச் சொப்பை வச்சுண்டு... அப்பா தூக்கிண்டு வந்து விட்டாளே... அப்போ அம்மா, - அவர்தான் எங்க மாமியார் இருந்தார்... மாமியாருக்கு மாமியாரா அம்மாவுக்கு அம்மாவா... பெத்த தாய்க்கு மகளாயிருந்தது அஞ்சு வருஷ காலந்தானே!... மிச்ச காலத்துக்கும் மாமியாருக்கு... மாட்டுப் பொண்தானே... கூடத்துலே என்னை இறக்கி விட்டுட்டு மேல் துண்டாலே முகத்தை மூடிண்டு அப்பா என்னத்துக்கு அழுதார்னு இப்பவும் நேக்குப் புரியலை... இதோ இந்த முற்றத்துலே - அப்பவே அடத்துக்குக் குறைச்சலில்லே. அந்தச் செங்கல் தரையிலேதான் பம்பரம் விட்டாகணும்னு நாக்கைத் துருத்திக் கடிச்சுண்டு சொடுக்கிச் சொடுக்கிப் பம்பரம் விட்டுண்டு நிக்கறாரே, இவர் நேக்கு ஆத்துக்காரர்னு, புரியறதுக்கே ரொம்ப நாளாச்சே... அதுக்காக 'நறுக் நறுக்' குனு வந்து தலையிலே குட்டறதோ?... 'போடா'ன்னு ஒரு நாள் நன்னா வெசுட்டேன்... சமையலுள்ளே காரியமா இருந்த அவர், ஓடி வந்தார். ""ஐயையோ... என்னடீது? அவன்... இவன்னு... அவனை."" ""அவன் மட்டும் என்னைக் குட்டலாமோ?""... அம்மாவுக்கு ஒரு பக்கம் சிரிப்பா வரது... என்னைக் கட்டி அணைச்சுண்டு எங்க உறவைப் பத்தி விளக்கிச் சொல்றார்... ஆனால், எல்லாம் புரியும் காலம் வரச்ச தானே புரியறது.... நெனைச்சுப் பார்த்தா, எல்லாமே ஆச்சரியமா இருக்கு... இவர் கிட்டே நேக்கு எப்படி இத்தனை பயம் வந்தது! பயம்னா, அது சந்தோஷமான பயம்... மரியாதையான பயம், பயம்ங்கறதைகூடச் சரியில்லே... அது ஒரு பக்தின்னு தோண்றது... எப்படியோ வந்துடுத்தே... ம்..ம்!... நாற்பது வருஷத்துக்கு மேலே ஆச்சு...",1975,ta,wiki,நான்
"'இந்த மனுசனைக் கட்டிண்டு நான் என்னத்தைக் கண்டேன். ஒரு அது உண்டா, ஒரு இது உண்டா'ன்னு குளத்தங்கரைலேயிருந்து கோயில் பிரகாரம் வரைக்கும் அலுத்துண்டு அழுதுண்டு சில பேர் அழிச்சாட்டியம் பண்ணிண்டு திரியறாளே, அவாளெல்லாம் என்ன ஜன்மங்களோ அம்மா!",1975,ta,wiki,நான்
"நேக்கு ஒரு குறையும் இல்லை... ஆமாம்... எந்தக் கோயிலிலே வந்து வேணாலும் நின்னு ஈரத் துணியைக் கட்டிண்டு சொல்வேன் - எனக்கு ஒரு குறையும் இல்லை... பாக்கறவா சொல்லுவா... நேக்கு குழந்தை இல்லைங்கறதைப் பெரிய குறையாச் சொல்லுவா... சொல்றா... நானே கேட்டிருக்கேன். எதுக்கு... பொய் சொல்லுவானேன்... நேக்கும் அப்படி ஒரு குறை கொஞ்ச நாள் இருந்திருக்கு. அது எவ்வளவு அஞ்ஞானம்னு அப்பறமாத்தான் புரிஞ்சது... நேக்கே சொந்தமா ஒண்ணும் புரிஞ்சுடலை... அவர் புரிய வச்சார். அவராலேதான் அது முடியும். பேச ஆரம்பிச்சார்னா எங்கேருந்துதான் அந்தச் சூத்திரங்களெல்லாம் கையைக் கட்டிண்டு வந்து நிக்குமோ! சாஸ்திரங்களிலேருந்தும் வேதங்களிலேருந்தும் நிரூபணங்கள் எடுத்துக் காட்டி... எப்பேர்ப்பட்ட சந்தேகங்களானாலும் சரி, என்ன மாதிரியான அஞ்ஞானக் கவலைகளானாலும் சரி, அவரோட பேச்சினாலேயே அடிச்சு ஓட்டற சாமார்த்தியம்... அப்படி ஒரு வாக்கு பலம்... அப்படி ஒரு ஞானம்... அது அவருக்கு மட்டுந்தான் வரும்... ஏதோ, எங்க ஆத்துக்காரர்ங்கறதுக்காக ஒரேயடியாப் புகழ்ந்துடறேன்னு நெனைச்சுக்காதேங்கோ... அவரைப் புகழற அளவுக்கு நேக்கு ஞானம் போறாது. அப்பேர்ப்பட்ட வித்துவானுக்குச் சரியான நிரட்சரகுஷி வந்து சகதர்மிணியா வாச்சிருக்கேன் பாருங்கோ. இதைப் பத்தி நானே ஒரு தடவை அவர் கிட்டே சொன்னேன். பெரிய பிரசங்கமே பண்ணிட்டார். அவருக்கு நான் சகதர்மிணியா இருக்கறது எவ்வளவு பாந்தம்கிறதைப் பத்தி... அவருக்கு... அதுலே எவ்வளவு சந்தோஷம்கிறதைப் பத்தி. அவர் என்கிட்டே சொன்னதெல்லாம் நான் எப்படிச் சொல்றது? அவருக்குச் சகதர்மிணியாக இருக்கறதுக்கு நேக்குத் தகுதி இருக்குங்கறது வாஸ்தவமாகவே இருக்கட்டுமே! அதனாலே அவரைப் புகழற தகுதி நேக்கு வந்துடுத்துன்னு அர்த்தமாயிடுமா?",1975,ta,wiki,நான்
"மகா வித்துவான் ஸரீாமான்..னு சொன்னா இந்த ராஜதானி பூராத் தெரியும். இவரோட பிரக்கியாதி சென்னைப் பட்டணம் என்ன, காசி வரைக்கும் பரவி இருந்தது...",1975,ta,wiki,நான்
"இவர்கிட்டே படிச்சவாள், இந்தாத்துலே நேக்குக் கூடமாட வேலை செஞ்சவாள் எத்தனை பேர் கலெக்டராகவும் பெரிய பெரிய உத்தியோகத்திலேயும் இருக்கா தெரியுமோ?",1975,ta,wiki,நான்
"""இதோ, இப்பவும் சங்கர மடத்துத் திண்ணையிலே, எதிரே வரிசையாக் குழந்தைகளை உட்கார்த்தி வச்சுண்டு அவர் வித்தியாப்பியாசம் பண்ணி வச்சிண்டிருக்கார்... அவர் குரல் மட்டும் தனியா, ஒத்தையா, கனமா, நாபிலேருந்து கிளம்பி ஒலிக்கறதைக் கேக்கறச்சே, உடம்பெல்லாம் சிலிர்க்கறது. அப்புறம் இந்த வாண்டுப் 'படை' களெல்லாம் கூடச் சேர்ந்துண்டு முழங்கறதே... அந்தக் குழந்தைகள் அத்தனை சிரத்தையோட, பக்தியோட மெல்லீசுக் குரலிலே அவர் மாதிரியே சொல்லணும்னு பிரயாசைப் பட்டு, அந்தக் கனம் இல்லாம அந்த ஸ்தாயியை மட்டும் எட்டறதுக்கு வயத்தை எக்கிண்டு, மார்மேலே கையையும் கட்டிண்டு உச்சாடனம் பண்றாளே... அது வந்து காதிலே விழறச்சே, வயத்தை என்னமோ செய்யறதே, அது பெத்தவாளுக்கு மட்டுந்தான் வருமோ?...""",1975,ta,wiki,நான்
"அவர்தான் சொல்லுவார்... 'குழந்தையைப் பெத்துக்கறது ஒண்ணும் பெரிய காரியமில்லை; அதுக்கு வயத்தை அடைச்சு வளத்துடறதும் ஒண்ணும் பெரிய காரியமில்லை. அறிவையும் ஒழுக்கத்தையும் தந்து அவனை ஞானஸ்தனாக்கறதுதான் பெரிய காரியம். நாமெல்லாம் சாதாரணக் குழந்தைகளைப் பெத்தவாள்ங்கற பெயரைவிட இந்த மாதிரி ஞானஸ்தர்களை உற்பத்தி பண்ணினவாள்ங்கற பேருதான் சிரேஷ்டமானது...' இன்னும் என்னென்னமோ சொல்லுவார். நேக்கு எங்கே அதெல்லாம் திருப்பிச் சொல்ல வரது?... ஆனா, அது எவ்வளவு சத்தியம்னு மனசுக்குப் புரியறது.",1975,ta,wiki,நான்
இவர்ட்டே படிச்சுட்டு இப்போ பட்டணத்துலே ஏதோ காலேஜிலே ஸம்ஸ்கிருத புரபசரா இருக்கானே சீமாச்சு... இப்போ பண்டித ஸரீனிவாச ஸாஸ்திரிகள்னு பேராம்... கேக்கறச்சே என்னமா மனசுக்குக் குளிர்ச்சியா இருக்கு... பெத்தாத்தான் வருமோ... பெத்தவள் இங்கேதான் இருக்காள்... தன் பிள்ளை தன்னைச் சரியாகக் கவனிக்கலேன்னு காலத்துக்கும் சபிச்சிண்டு...,1975,ta,wiki,நான்
"ஒண்ணொண்ணும் அவர் சொல்றச்சே, என்னமோ சமத்காரமா தர்க்கம் பண்ணிச் சாதிக்கற மாதிரித் தோணும். திடீர்னு, அன்னிக்கே அவர் எவ்வளவு சரியாச் சொன்னார்னு நெனச்சு நெனச்சு ஆச்சர்யப்படற மாதிரி ஒண்ணொண்ணும் நடக்கும்.",1975,ta,wiki,நான்
"அன்னிக்குக் கோயிலுக்குப் போயிட்டு வரச்சே சீமாச்சுவோட அம்மா, ஒரு நாழி நிறுத்தி வச்சு, அந்தச் சீமாச்சு இவளைத் திரும்பிக் கூடப் பார்க்காமே மாமியார் வீடே கதின்னு போய்ட்டதையும், அவனை வளக்கறதுக்கும் படிக்க வைக்கறதுக்கும் அவள் பட்ட கஷ்டத்தையெல்லாம் கொஞ்சங்கூட நன்றியில்லாமல் அவன் மறந்துட்டதையும் சொல்லிப் புலம்பிண்டு, அழுதுண்டு அவனைச் சபிச்சாளே... அப்போ நேக்குத் தோணித்து... இப்படிப் பெக்கவும் வேண்டாம், இப்படிச் சபிக்கவும் வேண்டாம்னு... ஏதோ அவள் மனசு சமாதானத்துக்காக நானும் தலையைத் தலையை ஆட்டிண்டிருந்தேனே ஒழிய, நேக்குப் புரிஞ்சது; இந்தக் கிழவி பொறாமையாலே கிடந்து எரிஞ்சுண்டிருக்காள்னு... கிழவிக்கு இங்கே ஒரு குறைச்சலும் இல்லே... நன்னா சௌக்கியமாத்தான் இருக்காள்... இருந்தாலும் தான் பெத்த பிள்ளையினாலெ மத்தவா இன்னும் சுகப்பட்டுடுவாளோங்கற ஆத்திரம், கிழவி மனசை அலக்கழிக்கறது... பாத்யதை கொண்டாடறவாளாலே எப்படிப் பாசம் கொண்டாட முடியறதே இல்லேன்னு---",1975,ta,wiki,நான்
எல்லாம் இவர் சொல்லித்தான் நேக்கும் புரியறது... இல்லேன்னா இந்தக் கிழவியோட சேந்துண்டு நானும் சீமாச்சுவை ஒரு பாட்டம் பாடிட்டுத்தானே வந்திருப்பேன்.,1975,ta,wiki,நான்
"இவர் எல்லாத்தையும் எப்படித்தான் கறாரா, தீர்க்கமா அலசி அலசிப் பாத்துடறாரோ? தனக்கு அதனாலே நஷ்டமா லாபமானுகூட யோசிக்க மாட்டார். எத்தனை பேர் அதை ஒத்துக்கறா, எத்தனை பேர் ஒத்துக்கலேங்கறதெப் பத்தியும் கவலைப்பட மாட்டார். அவரோட சாஸ்திரத்துக்கு, தர்க்கத்துக்கு ஒத்துவராத ஒரு காரியத்தை லோகமே அவர் மேலே திணிச்சாலும், 'தூ'னு தள்ளி எறிஞ்சுடுவார் - அப்படி அதைத் தூர எறிஞ்சது எவ்வளவு நியாயம்னு, லோகத்தையே இழுத்து வச்சுண்டு வாதம் பண்ணவும் தயாரா இருப்பார். நானும் இத்தனை காலமா பாத்துண்டிருக்கேனே... ஒத்தராவது, 'அதென்னமோ, நீங்க சொல்றது சரியில்லை ஸ்வாமி'ன்னு சொல்லிண்டு போனதில்லை. அப்படிச் சொல்லிண்டு வருவா.",1975,ta,wiki,நான்
"அவாளோடெல்லாம் திண்ணையிலே உக்காந்து இவர் பேசிண்டிருக்கறச்சே, நான் அவர் முதுகுக்குப் பின்னாலே அறையிலே உட்கார்ந்து கேட்டுண்டிருப்பேன். அவர் பேசறதிலே ரொம்ப விஷயங்கள் எனக்குப் புரியறதே இல்லை. அவர் என்னமா இங்கிலிஷ் பேசறார். நேக்குத் தெரிஞ்சு இருபது வயசுக்கு மேலே இவர் இங்கிலீஷ் படிச்சார். ஒத்தருக்கு ஸம்ஸ்கிருத பாடம் சொல்லிக் கொடுத்துண்டு - அவருக்கு இவரைவிட வயசு கொஞ்சம் அதிகமாகவே இருக்கும் - அவர்கிட்டே இவர் இங்கிலீஷ் கத்துண்டார். இங்கேருந்து கும்பகோணத்துக்குப் போயிப் போயி என்னென்னமோ பரீட்சையெல்லாம் எழுதினார்.",1975,ta,wiki,நான்
"இப்போ, இவர் எழுதின புஸ்தகங்களை அங்கெல்லாம் படிக்கிறவாளுக்குப் பாடமா வெச்சிருக்காளாம்.",1975,ta,wiki,நான்
"பத்து வருஷத்துக்கு முன்னே காசியிலே ஏதோ மகாநாடுனு இவர் போறச்சே, நானும் கூடப் போனேன். இவருக்கு என்னென்னமோ பட்டம் எல்லாம் குடுத்தா... நேக்கு ரொம்பப் பெருமையா இருந்தது. நான் வெள்ளிக் குடத்து நிறைய கங்கா தீர்த்தம் எடுத்துண்டு வந்து, ஊர்லே இருக்கிறவாளுக்கெல்லாம் குடுத்தேன். நேக்கென்ன குறைச்சல்?",1975,ta,wiki,நான்
"அப்போதான் காசிலேருந்து திரும்பி வரச்சே சென்னப் பட்டணத்துலே சீமாச்சு ஆத்திலே தங்கினோம். பட்டணத்துப் பெரிய ரயிலடிக்கு, சீமாச்சு மோட்டார் காரோட வந்திருக்கான். ரயிலடியிலேயே எங்களை நிறுத்தி வச்சு சாஷ்டாங்கமாக நமஸ்காரம் பண்ணிண்டான். சமுத்திரக் கரையை எல்லாம் சுத்திக் காட்டினான். சென்னப் பட்டணத்துலே மோட்டார் கார் இல்லாமே ஒண்ணும் முடியாதாம். அப்பவும் முன்னே மாதிரியே இவர்கிட்டே வந்து கையைக் கட்டிண்டு நின்னுண்டு ஏதேதோ சந்தேகமெல்லாம் கேட்டுண்டான். ஆனால், அவன் காலேஜீக்குப் போறச்சே அவனைப் பாக்கறதுக்கு நேக்கே பயமாயிருந்தது. துரை மாதிரி என்னென்னத்தையோ மாட்டிண்டிருக்கான். இவர் என்னடான்னா அதைப் பார்த்துட்டு 'ஓ'ன்னு சிரிக்கிறார்.",1975,ta,wiki,நான்
அதுக்கு அப்பறந்தான் ஒரு நாள் இந்தாத்துக்கு முன்னாடி ஒரு பெரிய கார் வந்து நின்றது. யார் யாரோ பெரிய மனுஷாள் - சீமாச்சு புரபசரா இருக்கானே அந்தக் காலேஜை சேர்ந்தவாளாம் - எல்லாம் வந்து - இந்தாத்துத் திண்ணையிலேதான் உட்கார்ந்துண்டா... சீமாச்சு மட்டும் சொந்தமா அடுக்களை வரைக்கும் வந்துட்டான். நான் அவன்ட்டே அடிக்கடி ஒரு நடை வந்து தாயாரைப் பார்த்துட்டுப் போகப்படாதோன்னு கேட்டேன்... 'எனக்கெங்கே முடியறது... என்னோட வந்துடுனு கூப்பிட்டாலும் வரமாட்டேங்கறாளே'ன்னு சொல்லி வருத்தப்பட்டுண்டான். அப்பறமா அவன் வந்திருக்கிற காரியத்தைச் சொன்னான்.,1975,ta,wiki,நான்
"அவன் வேலை பாக்கற காலேஜிலே இவரை ஏதோ பெரிய உத்தியோகத்துலே வச்சுக்கறதுக்குத் தவம் கெடக்கறாளாம். ஆனால், இவரைக் கேக்கறதுக்குப் பயப்படறாளாம். 'நான் கேட்டு அவரைச் சம்மதிக்க வெக்கறேன்'னு தைரியம் குடுத்து இவன் அழைச்சிண்டு வந்திருக்கானாம்... இன்னும் என்னென்னமோ சொன்னான்... நேக்குக் கூட ரொம்ப ஆசையாத்தான் இருந்தது.",1975,ta,wiki,நான்
"இவர் வந்ததும், எல்லாரும் திண்ணையிலே உக்காந்துண்டு பேசினா, பேசினா அப்பிடிப் பேசினா. நான் அறைக்குள்ளே உக்காந்து கேட்டுண்டே இருந்தேன். நேக்கு அவர் பேசினது ஒண்ணும் புரியலை. ஆனால், ஒண்ணு புரிஞ்சது... அவா ஜம்பம் இவாகிட்டே சாயலைன்னு...",1975,ta,wiki,நான்
"""உங்களுக்கு இந்த உத்தியோகத்தெ ஒத்துண்டா என்ன? அங்கே படிக்கிறவாளும் மாணவர்கள்தானே?... உங்களுக்கு என்ன இப்படி ஒரு பிடிவாதம்? பாவம்! சீமாச்சு ரொம்ப ஆசை ஆசையா நம்பிக்கையோட வந்தான்!"" - நான் சொன்னதெக் கேட்டு அவர் சிரித்தார்.",1975,ta,wiki,நான்
இவருக்கு இது ஒண்ணு. உடம்போடயே பொறந்தது அந்தச் சிரிப்பு. அதுவும் இந்தச் சிரிப்பு இருக்கே என்கிட்டே மாத்திரம்தான்.,1975,ta,wiki,நான்
"""சீமாச்சு கட்டிண்டு திரியறானே அந்த மாதிரி என்னை வேஷம் கட்டிப் பாக்கணும்னு நோக்கு ஆசையா இருக்காக்கும்... வித்தியாப்பியாசம் பண்ணி வெக்கறதுக்கு கூலி வாங்கப் படாதுங்கறது உனக்குத் தெரியாதா? ஆசிரியனுக்குக் கூலி கொடுத்துட்டப்பறம் மாணாக்கனுக்கு அவர் கிட்டே என்ன மரியாதை இருக்கும்? எப்படி மரியாதை இருக்கும்? இவன் கூலி வாங்கறவன் ஆயிடறானே... கூலி பத்தாதுன்னு கொடி புடுச்சிண்டு கொஷம் போட்டுண்டு - என்னைக் கொடி புடிக்கவும் கோஷம் போடவும் கூப்பிட மாட்டான்னாலும் - அந்தக் கும்பலுக்குத் தலைவரா வாங்கோம்பா... எனக்கு இதெல்லாம் ஆகிற காரியமா? நீயே சொல்லு""ன்னார்.",1975,ta,wiki,நான்
நான் என்னத்தைச் சொல்றது?... பேசாம அவர் பேசிண்டிருந்ததெ வாயை மூடிண்டு கேட்டுண்டு இருந்தேன்.,1975,ta,wiki,நான்
"இவர் உடம்பிலே ஒரு சட்டையெப் போட்டுண்டு நிக்கற மாதிரி நெனச்சுப் பாக்கிறப்பவே நேக்குச் சிரிப்புச் சிரிப்பா வரது? அந்த நெனப்பே ஒரு பாந்தமில்லாம இருக்கே... நானும் அவரோட சிரிச்சிட்டு, அந்த விஷயத்தை அதோட விட்டுட்டேன்.",1975,ta,wiki,நான்
"அவரைப் பத்தி இவ்வளவு தெரிஞ்சிருந்தும் நான் போயி அவரைக் கேட்டதை நெனச்சித்தான் வெட்கப்பட்டேன். ஆனாலும், இந்த நாற்பது வருஷத்தில் அசடாவேதான் இருக்கேன்... புதுசு புதுசா ஏதாவது அசட்டுத்தனம் பண்ண வேண்டியது. அவர் சிரிக்க வேண்டியது - இப்படி ஒரு ஜன்மமாயிட்டேன்.",1975,ta,wiki,நான்
"ஒரு பத்து நாளக்கி முன்னே பாருங்கோ... இப்படித்தான் - இவர்ட்டே படிக்கிற பையன் ஒருத்தன்... ஏதோ ஒரு சீட்டை எடுத்துண்டு வந்து, மாமி மாமி... இது கெவர்மண்ட் நடத்தற பரிசுச் சீட்டோ அதிர்ஷ்டச் சீட்டோ... என்னமோ சொல்லி, ஒரு ரூபாதான் வாங்கிக்கோங்க... கெடைக்கறதே கஷ்டம்... உங்களுக்காகச் சேத்து நான் வாங்கிண்டு வந்தேன்னு தந்தான்... நானும் அதெப் பத்தி ஒண்ணும் பிரமாதமா நெனச்சுக்காம, ஏதோ கொழந்தை நம்மை நெனச்சிண்டு அக்கறையோட வாங்கி வந்திருக்கேன்னு ஒரு ரூபாயைக் கொடுத்து வாங்கிட்டேன்.",1975,ta,wiki,நான்
அந்தக் கொழந்தை அதெப்பத்தி பெரிய பிரசங்கமே பண்ணினான்.... எத்தனையோ பேர் அதிலே பிரைஸ் வந்து லட்சாதிபதியா ஆயிட்டாளாம்... ஏழைகளுக்குத்தான் அதுவும் விழறதாம்... இன்னும் என்னென்னவோ சொன்னான்.... நான் சும்மா ஒரு வெளையாட்டுக்குத்தான் வாங்கினேன்... ஆனாக்க அன்னிக்கி சாயந்திரமே இவர் திண்ணையிலே உக்காந்துண்டு ஒரு அஞ்சாறு பேர்கிட்டே இந்தப் பரிசுச் சீட்டைக் கிழிச்சிக் கட்டிண்டிருந்தாரே பார்க்கலாம்.,1975,ta,wiki,நான்
அறையிலே உக்காந்து கேட்டுண்டு இருக்கறப்ப - என்னை அப்படியே செவுள்லே 'பளார் பளார்'னு பிடிச்சிண்டு அறையற மாதிரி இருந்தது.,1975,ta,wiki,நான்
"அதுவும் அன்னிக்கி அவர் பேசறச்சே, அது சாதாரணமா எப்பவுமே பண்ணுவாரே அந்த மாதிரி நிதானமா வாதம் மாதிரி இல்லே. இந்த லோகத்தையே சபிக்கப் பொறப்பட்டவர் மாதிரி ஆவேசமா கத்தினார்.",1975,ta,wiki,நான்
"""இந்த தேசத்திலே இது நடக்கலாமாங்காணும்... சூதாடி சூதாடட்டும். சோரம் போறவா சோரம் போகட்டும்... ராஜரீகம் பண்றவா, லோக பரிபாலனம் பண்றவா இதைச் செய்யலாமாங்காணும்... கலி முத்தி, நாம அழியப் போறொம்கறத்துக்கு இதாங்காணும் அத்தாட்சி. நெறி தவறாம ராஜபரிபாலனம் பண்ணின தருமன் எப்பிடி அழிஞ்சான்?... யோசிச்சுப் பாரும்... தருமனே சூதினாலேதானே அழிஞ்சான்.... சூதிலே ஜெயிச்சவனும் வாழறதில்லே, தோத்தவனும் வாழறதில்லேங்கற சத்யத்தைத்தானே ஐயா, மகாபாரதம் பேசறது... சூதாட்டத்துக்கும் ஒரு தர்மம் இருக்கு, கேளும்.... சம அந்தஸ்திலே இருக்கிறவாதான் சூது ஆடலாம்... அதுவே பாவம்தான்... அந்தப் பாவத்துக்கும் ஓர் அத்து வெச்சிருக்கா... ராஜரீகம் பண்றவா, ராஜ்ய பரிபாலனம் செய்யறவா பாமர மக்களை எல்லாம் இப்படி மாயாஜாலம் பண்ணி சூது ஆடறாளே, இது அடுக்குமா? போச்சு... எல்லாம் போச்சு... இனிமே இந்த ஜன சமூகத்திலே எந்த விவஸ்தையும் இருக்காது... ஓய வறுமையினாலே அழியறதைவிட சூதினாலேதான் ஜன சமூகமே அழிஞ்சு போயிடும். திருவள்ளுவருக்குத் தெருத் தெருவா சிலை வெச்சு பிரதிஷ்டை பண்ணாப் போறுமா... அவர் சூதுன்னு பொருள்பால்லே ஓர் அதிகாரமே எழுதி வெச்சிருக்காரே...""ன்னு அந்தப் பத்துப்பாட்டையும் எடுத்தெடுத்துச் சொன்னார். அர்த்தம் சொன்னார்... மகாபாரதத்திலேருந்து ஸ்லோகங்கள் பாடினார். 'உருப்படமாட்டேள்... உருப்படமாட்டேள்'னு தலையிலே அடிச்சிண்டார்...",1975,ta,wiki,நான்
"எனக்கு வயத்திலே புளி கரைக்க ஆரம்பிச்சுடுத்து... ஏண்டா, இந்தச் சனியனை ஒரு ரூபா குடுத்து வாங்கினோம்னு இருந்தது. ஆனாலும், என்னத்துக்கு இவர் இதுக்காகப் போயி இவ்வளவு ஆவேசம் காட்டறார்னும் புரியலை. இவர் சட்டை போட்டுக்கறதில்லே; லோகமே அதுக்காக இவர் மாதிரி சட்டையில்லாம, குடுமியும் வெச்சுண்டு, பஞ்சாங்கம் பாத்து க்ஷவரம் பண்ணிண்டு இருக்கணும்னு சொல்வாரோன்னு நான் பண்ணின காரியத்துக்கு வசதியாக மனசுக்குள்ளே, எதிர்வாதம் பண்ணிண்டேன்.",1975,ta,wiki,நான்
"அந்தச் சீட்டை வாங்கி வச்சுண்டதனாலேயே இப்ப என்ன கெட்டுப் போயிட்டுதுன்னு சமாதானப்பட்டுண்டாலும், திடீர்னு நம்ம போறாத வேளை ஒரு நூறு ரூபா விழுந்து வெக்கறதுன்னு வெச்சுக்கோங்கோ... ஊரு பூரா இதுன்னா ஒரே அக்கப்போராயிடும்!...",1975,ta,wiki,நான்
"அதுவும் இவர் இந்த மாதிரிப் பேசிண்டு இருக்கறச்சே... நான் வாங்கி அது பரசியமா ஆயிடுத்துன்னா, இவரோட நாணயத்தைன்னா, எல்லாரும் சந்தேகப்படுவான்னு நேக்கு மனசைக் கொழப்பிண்டே இருந்தது...",1975,ta,wiki,நான்
